rank,title,author,rating,ratings_count,score,votes,book_url,page
3359,The Chimney Sweeper's Boy,Barbara Vine,3.75,5856.0,217,3.0,https://www.goodreads.com/book/show/1788344.The_Chimney_Sweeper_s_Boy,34
3359,"Scorpio Rising (The Scorpio Series, #1)",Monique Domovitch,3.66,179.0,217,3.0,https://www.goodreads.com/book/show/12436910-scorpio-rising,34
3359,"4:50 From Paddington (Miss Marple, #7)",Agatha Christie,3.96,79919.0,217,3.0,https://www.goodreads.com/book/show/140278.4,34
3359,Confessions,Kanae Minato,3.92,96957.0,217,3.0,https://www.goodreads.com/book/show/19161835-confessions,34
3359,"Hard Eight (Stephanie Plum, #8)",Janet Evanovich,4.17,133793.0,217,3.0,https://www.goodreads.com/book/show/6425.Hard_Eight,34
3359,Too Good to Be True,Carola Lovering,3.84,48710.0,217,3.0,https://www.goodreads.com/book/show/53137955-too-good-to-be-true,34
3359,"Shadow Man (Smoky Barrett, #1)",Cody McFadyen,4.15,15714.0,217,3.0,https://www.goodreads.com/book/show/143691.Shadow_Man,34
3359,"The Hollow of Fear (Lady Sherlock, #3)",Sherry Thomas,4.22,19894.0,217,3.0,https://www.goodreads.com/book/show/36342330-the-hollow-of-fear,34
3367,Mirror-Mirror,Dave Lindsay,4.67,3.0,216,3.0,https://www.goodreads.com/book/show/16300495-mirror-mirror,34
3367,"Ishmael (Ishmael, #1)",Daniel Quinn,4.01,106520.0,216,3.0,https://www.goodreads.com/book/show/40611328-ishmael,34
3367,"The Iron King (The Iron Fey, #1)",Julie Kagawa,3.87,219529.0,216,3.0,https://www.goodreads.com/book/show/6644117-the-iron-king,34
3367,Cryptonomicon,Neal Stephenson,4.23,118506.0,216,3.0,https://www.goodreads.com/book/show/816.Cryptonomicon,34
3367,"Protect and Defend (Mitch Rapp, #10)",Vince Flynn,4.36,45578.0,216,3.0,https://www.goodreads.com/book/show/504420.Protect_and_Defend,34
3367,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.19,216707.0,216,3.0,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,34
3367,"After the Funeral (Hercule Poirot, #30)",Agatha Christie,3.92,52565.0,216,3.0,https://www.goodreads.com/book/show/527744.After_the_Funeral,34
3374,"Double Shot (A Goldy Bear Culinary Mystery, #12)",Diane Mott Davidson,3.98,12538.0,215,3.0,https://www.goodreads.com/book/show/376345.Double_Shot,34
3374,The Einstein Girl,Philip Sington,3.49,1152.0,215,3.0,https://www.goodreads.com/book/show/6581407-the-einstein-girl,34
3374,Mirror Image,Sandra Brown,4.07,17930.0,215,3.0,https://www.goodreads.com/book/show/685788.Mirror_Image,34
3374,"A Pocket Full of Rye (Miss Marple, #6)",Agatha Christie,3.94,56233.0,215,3.0,https://www.goodreads.com/book/show/834378.A_Pocket_Full_of_Rye,34
3374,A Farewell to Arms,Ernest Hemingway,3.82,366554.0,215,3.0,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,34
3374,"The Beautiful Ashes (Broken Destiny, #1)",Jeaniene Frost,3.65,11247.0,215,3.0,https://www.goodreads.com/book/show/17158976-the-beautiful-ashes,34
3374,"Silent Child (Silent Child, #1)",Sarah A. Denzil,4.02,71616.0,215,3.0,https://www.goodreads.com/book/show/33984070-silent-child,34
3381,Painting The Roses Red,Trish Lamoree,3.61,38.0,214,3.0,https://www.goodreads.com/book/show/6405449-painting-the-roses-red,34
3381,A Fatal Inversion,Barbara Vine,3.94,4933.0,214,3.0,https://www.goodreads.com/book/show/420967.A_Fatal_Inversion,34
3381,"Knight of Light (The Watchers, #1)",Deirdra Eden,4.17,155.0,214,3.0,https://www.goodreads.com/book/show/21859656-knight-of-light,34
3381,Mrs. Dalloway,Virginia Woolf,3.77,374056.0,214,3.0,https://www.goodreads.com/book/show/14942.Mrs_Dalloway,34
3381,"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,3.87,69958.0,214,3.0,https://www.goodreads.com/book/show/17399160-snow-like-ashes,34
3381,"Indelible (Grant County, #4)",Karin Slaughter,4.15,64820.0,214,3.0,https://www.goodreads.com/book/show/182012.Indelible,34
3381,"Ruling Passion (Dalziel & Pascoe, #3)",Reginald Hill,3.89,2281.0,214,3.0,https://www.goodreads.com/book/show/77190.Ruling_Passion,34
3388,"Lamentation (Psalms of Isaak, #1)",Ken Scholes,3.71,3248.0,213,3.0,https://www.goodreads.com/book/show/3531469-lamentation,34
3388,Poison in the Blood: The Memoirs of Lucrezia Borgia,M.G. Scarsbrook,3.41,298.0,213,3.0,https://www.goodreads.com/book/show/9762394-poison-in-the-blood,34
3388,The Crush,Sandra Brown,3.98,17476.0,213,3.0,https://www.goodreads.com/book/show/96262.The_Crush,34
3388,Noah's Wife,T.K. Thorne,4.04,325.0,213,3.0,https://www.goodreads.com/book/show/13827075-noah-s-wife,34
3388,Headhunters,Jo Nesbø,3.79,40878.0,213,3.0,https://www.goodreads.com/book/show/11777020-headhunters,34
3388,"A German Requiem (Bernie Gunther, #3)",Philip Kerr,4.03,9792.0,213,3.0,https://www.goodreads.com/book/show/558649.A_German_Requiem,34
3388,Cyrano de Bergerac,Edmond Rostand,4.06,92911.0,213,3.0,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac,34
3388,"Dead Man's Folly (Hercule Poirot, #35)",Agatha Christie,3.82,39816.0,213,4.0,https://www.goodreads.com/book/show/16329.Dead_Man_s_Folly,34
3388,Dreamland,Sarah Dessen,3.9,84565.0,213,3.0,https://www.goodreads.com/book/show/4325.Dreamland,34
3388,"Fool's Errand (Tawny Man, #1)",Robin Hobb,4.41,112816.0,213,3.0,https://www.goodreads.com/book/show/68488.Fool_s_Errand,34
3398,All the Old Bargains,Benjamin M. Schutz,3.63,19.0,212,3.0,https://www.goodreads.com/book/show/3191924-all-the-old-bargains,34
3398,"All-Star Superman, Vol. 1",Grant Morrison,4.11,46429.0,212,3.0,https://www.goodreads.com/book/show/22369.All_Star_Superman_Vol_1,34
3398,Glass Screams,L.R. Claude,4.45,22.0,212,3.0,https://www.goodreads.com/book/show/17908627-glass-screams,34
3398,"The Hidden Child (Patrik Hedström, #5)",Camilla Läckberg,4.01,33751.0,212,3.0,https://www.goodreads.com/book/show/10868182-the-hidden-child,35
3398,"The Julius House (Aurora Teagarden, #4)",Charlaine Harris,3.86,20377.0,212,3.0,https://www.goodreads.com/book/show/140096.The_Julius_House,35
3398,"On the Banks of Plum Creek (Little House, #4)",Laura Ingalls Wilder,4.23,109900.0,212,4.0,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek,35
3398,Cop Town,Karin Slaughter,3.91,48807.0,212,3.0,https://www.goodreads.com/book/show/18594594-cop-town,35
3398,"Dark Light (Dark Light, #1)",S.L. Jennings,3.95,9359.0,212,3.0,https://www.goodreads.com/book/show/17232332-dark-light,35
3398,"Little Town on the Prairie (Little House, #7)",Laura Ingalls Wilder,4.2,95470.0,212,3.0,https://www.goodreads.com/book/show/8253.Little_Town_on_the_Prairie,35
3398,No One Has Time For That (No One's Time Book 1),M. von Lindenberg,4.71,21.0,212,3.0,https://www.goodreads.com/book/show/222493781-no-one-has-time-for-that,35
3408,"Vanishing Act (Jane Whitefield, #1)",Thomas Perry,4.01,8380.0,211,3.0,https://www.goodreads.com/book/show/817768.Vanishing_Act,35
3408,Evidence of Life: A Gripping Mystery Where a Perfect Marriage Hides Sinister Lies,Barbara Taylor Sissel,3.52,1648.0,211,3.0,https://www.goodreads.com/book/show/16000974-evidence-of-life,35
3408,Tropical Nightmares,Kelly Cozzone,4.5,28.0,211,3.0,https://www.goodreads.com/book/show/23511563-tropical-nightmares,35
3408,"Mortal Engines (Mortal Engines, #1)",Philip Reeve,3.77,72288.0,211,3.0,https://www.goodreads.com/book/show/287861.Mortal_Engines,35
3408,Green Eggs and Ham,Dr. Seuss,4.32,864488.0,211,3.0,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,35
3408,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",Philippa Gregory,4.0,51691.0,211,3.0,https://www.goodreads.com/book/show/15801672-the-kingmaker-s-daughter,35
3408,"The Magdalena Gambit: Code Name Delta, Book 5",Oscar Ortiz,5.0,5.0,211,3.0,https://www.goodreads.com/book/show/233112390-the-magdalena-gambit,35
3415,"Nothing Lasts Forever (Die Hard, #1)",Roderick Thorp,3.51,3511.0,210,3.0,https://www.goodreads.com/book/show/13272928-nothing-lasts-forever,35
3415,"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan,4.36,58780.0,210,3.0,https://www.goodreads.com/book/show/10803593-rise-of-empire,35
3415,The Lipstick Murders: A Faye-Lynn Johnson Mystery,Ricky Corum,3.57,44.0,210,3.0,https://www.goodreads.com/book/show/25475281-the-lipstick-murders,35
3415,Rising Sun,Michael Crichton,3.66,55009.0,210,3.0,https://www.goodreads.com/book/show/7668.Rising_Sun,35
3415,"Oh, the Places You’ll Go!",Dr. Seuss,4.37,451100.0,210,3.0,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,35
3415,Ghosts,Henrik Ibsen,3.82,19044.0,210,3.0,https://www.goodreads.com/book/show/374188.Ghosts,35
3415,Medea,Euripides,3.96,90826.0,210,3.0,https://www.goodreads.com/book/show/752900.Medea,35
3422,iReckon,Greg Heywood,2.5,2.0,209,3.0,https://www.goodreads.com/book/show/7601889-ireckon,35
3422,The Winner,David Baldacci,4.15,57715.0,209,3.0,https://www.goodreads.com/book/show/113138.The_Winner,35
3422,The Bad Seed,William March,4.0,20664.0,209,3.0,https://www.goodreads.com/book/show/467032.The_Bad_Seed,35
3422,"Last Stand of Dead Men (Skulduggery Pleasant, #8)",Derek Landy,4.56,16096.0,209,3.0,https://www.goodreads.com/book/show/16123975-last-stand-of-dead-men,35
3422,Dead by Morning (Rituals of the Night #1),Kayla Krantz,3.75,405.0,209,3.0,https://www.goodreads.com/book/show/29910050-dead-by-morning,35
3422,Absolute Power,David Baldacci,4.21,116604.0,209,3.0,https://www.goodreads.com/book/show/15159.Absolute_Power,35
3422,"Glass Houses (Chief Inspector Armand Gamache, #13)",Louise Penny,4.33,85018.0,209,3.0,https://www.goodreads.com/book/show/33602101-glass-houses,35
3422,"Holy Island (DCI Ryan Mysteries, #1)",L.J. Ross,4.0,43254.0,209,3.0,https://www.goodreads.com/book/show/36681211-holy-island,35
3430,"A Banner Is Unfurled (A Banner is Unfurled, #1)",Marcie Gallacher,4.02,461.0,208,3.0,https://www.goodreads.com/book/show/411828.A_Banner_Is_Unfurled,35
3430,"The Savage Surrogate (Washington McBride, #3)",Dorothy May Mercer,4.63,84.0,208,3.0,https://www.goodreads.com/book/show/19333836-the-savage-surrogate,35
3430,Breaking Point (Cabarita Crimes #8),C.T. Mitchell,4.26,43.0,208,3.0,https://www.goodreads.com/book/show/29908822-breaking-point,35
3430,"Cards on the Table (Hercule Poirot, #15)",Agatha Christie,3.96,76793.0,208,3.0,https://www.goodreads.com/book/show/16297.Cards_on_the_Table,35
3430,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #18)",Michael Connelly,4.02,59097.0,208,3.0,https://www.goodreads.com/book/show/84785.The_Overlook,35
3430,"Bitter Falls (Stillhouse Lake, #4)",Rachel Caine,4.27,34699.0,208,3.0,https://www.goodreads.com/book/show/44066986-bitter-falls,35
3436,The Detachment (John Rain #7; Ben Treven #3),Barry Eisler,4.18,9089.0,207,3.0,https://www.goodreads.com/book/show/12045443-the-detachment,35
3436,Advocate of the truth,Adriaan Bos,4.41,17.0,207,3.0,https://www.goodreads.com/book/show/33209714-advocate-of-the-truth,35
3436,"Dead Witch Walking (The Hollows, #1)",Kim Harrison,4.04,130378.0,207,3.0,https://www.goodreads.com/book/show/30264.Dead_Witch_Walking,35
3436,Pedigree Crush with a Twisted Gene,Katherine Black,4.75,40.0,207,3.0,https://www.goodreads.com/book/show/31342754-pedigree-crush-with-a-twisted-gene,35
3436,Shantaram,Gregory David Roberts,4.28,247823.0,207,3.0,https://www.goodreads.com/book/show/33600.Shantaram,35
3441,The Fencing Master,Arturo Pérez-Reverte,3.8,12206.0,206,3.0,https://www.goodreads.com/book/show/54072.The_Fencing_Master,35
3441,Her Honor's Bodyguard,Johnny Ray,3.61,212.0,206,3.0,https://www.goodreads.com/book/show/14739522-her-honor-s-bodyguard,35
3441,"In Flight (Up in the Air, #1)",R.K. Lilley,4.07,79880.0,206,3.0,https://www.goodreads.com/book/show/41060893-in-flight,35
3441,Silver Dollar,Alan Trustman,4.5,12.0,206,3.0,https://www.goodreads.com/book/show/34506479-silver-dollar,35
3441,Heart-Shaped Box,Joe Hill,3.84,159712.0,206,3.0,https://www.goodreads.com/book/show/153025.Heart_Shaped_Box,35
3441,"House of Many Ways (Howl's Moving Castle, #3)",Diana Wynne Jones,4.05,52584.0,206,3.0,https://www.goodreads.com/book/show/2173611.House_of_Many_Ways,35
3441,Eleanor & Park,Rainbow Rowell,3.92,1280978.0,206,4.0,https://www.goodreads.com/book/show/15745753-eleanor-park,35
3448,Jake's Chronicles (May 2014),Jake Furie Lapin,4.73,64.0,205,3.0,https://www.goodreads.com/book/show/22009291-jake-s-chronicles,35
3448,سیمای شکسته پدر سالار,سید مرتضی مصطفوی,3.29,524.0,205,3.0,https://www.goodreads.com/book/show/40941784,35
3448,THE YOGA WITH NO PANTS: Super Indy-The Last Half,Alex Letner,4.8,55.0,205,3.0,https://www.goodreads.com/book/show/34661469-the-yoga-with-no-pants,35
3448,Whisper Me This,Kerry Anne King,4.0,33218.0,205,3.0,https://www.goodreads.com/book/show/38198027-whisper-me-this,35
3448,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.89,619013.0,205,3.0,https://www.goodreads.com/book/show/42156.Something_Borrowed,35
3448,The Good Woman of Setzuan,Bertolt Brecht,3.67,14040.0,205,3.0,https://www.goodreads.com/book/show/64416.The_Good_Woman_of_Setzuan,35
3454,Earthly Powers,David Anderson,4.55,78.0,204,3.0,https://www.goodreads.com/book/show/22469871-earthly-powers,35
3454,"Little Brother (Little Brother, #1)",Cory Doctorow,3.93,53981.0,204,3.0,https://www.goodreads.com/book/show/954674.Little_Brother,35
3454,"End Game (Will Robie, #5)",David Baldacci,4.21,58114.0,204,3.0,https://www.goodreads.com/book/show/34368113-end-game,35
3454,Caged Lions Never Roar,Arthur Archambeau,4.59,32.0,204,3.0,https://www.goodreads.com/book/show/44568325-caged-lions-never-roar,35
3454,The Library Book,Susan Orlean,3.88,128107.0,204,3.0,https://www.goodreads.com/book/show/39507318-the-library-book,35
3454,"Brooklyn (Eilis Lacey, #1)",Colm Tóibín,3.75,168992.0,204,3.0,https://www.goodreads.com/book/show/4954833-brooklyn,35
3454,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,4.31,107794.0,204,3.0,https://www.goodreads.com/book/show/13507212-bring-up-the-bodies,35
3454,"Dear Mrs. Bird (The Emmy Lake Chronicles, #1)",A.J. Pearce,3.8,59095.0,204,3.0,https://www.goodreads.com/book/show/36373413-dear-mrs-bird,35
3462,Curveball (Curveball #1),Teresa Michaels,4.53,176.0,203,3.0,https://www.goodreads.com/book/show/24937024-curveball,35
3462,SSN Seadragon: The Crucible of Leviathan,J.P. Ronald,4.04,47.0,203,3.0,https://www.goodreads.com/book/show/36176163-ssn-seadragon,35
3462,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,4.09,179307.0,203,3.0,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,35
3462,36 Hours,B.J. Woster,3.95,21.0,203,3.0,https://www.goodreads.com/book/show/50147839-36-hours,35
3462,"Fade (Wake, #2)",Lisa McMann,3.91,53431.0,203,3.0,https://www.goodreads.com/book/show/3657138-fade,35
3462,"Firewall (Kurt Wallander, #8)",Henning Mankell,3.97,21408.0,203,3.0,https://www.goodreads.com/book/show/39798.Firewall,35
3462,"Memory in Death (In Death, #22)",J.D. Robb,4.34,34577.0,203,3.0,https://www.goodreads.com/book/show/238141.Memory_in_Death,35
3462,"Twisted Twenty-Six (Stephanie Plum, #26)",Janet Evanovich,4.1,56915.0,203,3.0,https://www.goodreads.com/book/show/44906255-twisted-twenty-six,35
3470,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",K.A. Tucker,4.08,84893.0,202,3.0,https://www.goodreads.com/book/show/15990969-ten-tiny-breaths,35
3470,Naked Addiction,Caitlin Rother,3.99,191.0,202,3.0,https://www.goodreads.com/book/show/23509377-naked-addiction,35
3470,Mygale,Thierry Jonquet,3.93,3919.0,202,3.0,https://www.goodreads.com/book/show/918645.Mygale,35
3470,John Adams,David McCullough,4.09,383993.0,202,3.0,https://www.goodreads.com/book/show/2203.John_Adams,35
3470,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",Caleb Carr,4.0,31927.0,202,3.0,https://www.goodreads.com/book/show/8344442-the-angel-of-darkness,35
3475,After Anna,Lisa Scottoline,3.87,48084.0,201,3.0,https://www.goodreads.com/book/show/34964864-after-anna,35
3475,Odell's Fall,Norman Bacal,4.14,117.0,201,3.0,https://www.goodreads.com/book/show/50838717-odell-s-fall,35
3475,"Seven Deadly Wonders (Jack West Jr, #1)",Matthew Reilly,4.09,31254.0,201,3.0,https://www.goodreads.com/book/show/144791.Seven_Deadly_Wonders,35
3475,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,3.97,90896.0,201,3.0,https://www.goodreads.com/book/show/34510.Moving_Pictures,35
3475,The Zookeeper's Wife: A War Story,Diane Ackerman,3.49,93029.0,201,3.0,https://www.goodreads.com/book/show/32722510-the-zookeeper-s-wife,35
3475,The Phone Call,A.J. Campbell,4.08,5801.0,201,3.0,https://www.goodreads.com/book/show/61372590-the-phone-call,35
3475,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,4.25,78358.0,201,3.0,https://www.goodreads.com/book/show/13810.Magician,35
3482,The Tombola Pole,James T. Barrett,5.0,3.0,200,2.0,https://www.goodreads.com/book/show/16068985-the-tombola-pole,35
3482,Croker Diaries: Educating Justice,Michael Burton,3.97,38.0,200,2.0,https://www.goodreads.com/book/show/20788346-croker-diaries,35
3482,Born Survivors,Wendy Holden,4.25,32680.0,200,3.0,https://www.goodreads.com/book/show/23287193-born-survivors,35
3482,"Find Me in the Dark (Detective Harlow Durant, #1)",Dea Poirier,4.04,640.0,200,3.0,https://www.goodreads.com/book/show/58942529-find-me-in-the-dark,35
3482,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.0,73857.0,200,3.0,https://www.goodreads.com/book/show/16790.Smoke_and_Mirrors,35
3482,"Daja's Book (Circle of Magic, #3)",Tamora Pierce,4.13,31861.0,200,3.0,https://www.goodreads.com/book/show/58894.Daja_s_Book,35
3482,Spinning Silver,Naomi Novik,4.17,158557.0,200,3.0,https://www.goodreads.com/book/show/36896898-spinning-silver,35
3482,The Hive,Gregg Olsen,3.83,22694.0,200,3.0,https://www.goodreads.com/book/show/52734671-the-hive,35
3482,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,3.99,87129.0,200,3.0,https://www.goodreads.com/book/show/11746513-explosive-eighteen,35
3482,The 333 Syndrome,Izzy Bond,3.88,32.0,200,2.0,https://www.goodreads.com/book/show/240988093-the-333-syndrome,35
3482,The Phoenix Club,Wendy Goult,5.0,17.0,200,2.0,https://www.goodreads.com/book/show/59226912-the-phoenix-club,35
3493,Charade,Sandra Brown,4.02,11318.0,199,3.0,https://www.goodreads.com/book/show/30362.Charade,35
3493,The Alibi,Sandra Brown,4.05,29170.0,199,3.0,https://www.goodreads.com/book/show/30347.The_Alibi,35
3493,How to Kill a Rock Star,Tiffanie DeBartolo,4.06,15799.0,199,3.0,https://www.goodreads.com/book/show/113791.How_to_Kill_a_Rock_Star,35
3493,The Virgin of the Wind Rose,Glen Craney,3.89,194.0,199,2.0,https://www.goodreads.com/book/show/18730962-the-virgin-of-the-wind-rose,35
3493,Safari to Hell,Nemon,3.76,17.0,199,2.0,https://www.goodreads.com/book/show/24017314-safari-to-hell,35
3493,The Lazarus Men,Christian Warren Freed,4.13,918.0,199,3.0,https://www.goodreads.com/book/show/58408830-the-lazarus-men,35
3493,"Look to Windward (Culture, #7)",Iain M. Banks,4.23,30137.0,199,3.0,https://www.goodreads.com/book/show/12016.Look_to_Windward,35
3493,"The Monkey's Raincoat (Elvis Cole, #1)",Robert Crais,4.02,32767.0,199,3.0,https://www.goodreads.com/book/show/41021631-the-monkey-s-raincoat,35
3501,Autumn's Child,Nicole Murray,4.19,27.0,198,2.0,https://www.goodreads.com/book/show/18771046-autumn-s-child,36
3501,South on Pacific Coast Highway,Gary Paul Corcoran,4.16,44.0,198,2.0,https://www.goodreads.com/book/show/18278784-south-on-pacific-coast-highway,36
